,Area Name,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS
270,Bosque County,Second Quarter,25.0,299.0,-2.6,669.0,6.2,Education and Health Services,48035.0
271,Bowie County,Second Quarter,382.0,8019.0,1.3,937.0,14.0,Education and Health Services,48037.0
272,Brazoria County,Second Quarter,779.0,11058.0,4.5,788.0,12.6,Education and Health Services,48039.0
273,Brazos County,Second Quarter,501.0,10341.0,3.3,908.0,8.0,Education and Health Services,48041.0
274,Brewster County,Second Quarter,28.0,296.0,8.8,749.0,19.1,Education and Health Services,48043.0
275,Briscoe County,Second Quarter,3.0,18.0,-5.3,234.0,21.2,Education and Health Services,48045.0
276,Brooks County,Second Quarter,20.0,420.0,3.2,323.0,6.6,Education and Health Services,48047.0
277,Brown County,Second Quarter,117.0,3509.0,1.8,531.0,6.6,Education and Health Services,48049.0
278,Burleson County,Second Quarter,27.0,365.0,0.3,686.0,1.2,Education and Health Services,48051.0
279,Burnet County,Second Quarter,129.0,2102.0,0.0,938.0,8.3,Education and Health Services,48053.0
280,Caldwell County,Second Quarter,104.0,1531.0,13.6,647.0,-8.7,Education and Health Services,48055.0
281,Calhoun County,Second Quarter,54.0,574.0,2.7,850.0,6.1,Education and Health Services,48057.0
282,Callahan County,Second Quarter,15.0,228.0,-6.9,486.0,8.2,Education and Health Services,48059.0
283,Cameron County,Second Quarter,1041.0,39704.0,4.9,530.0,0.8,Education and Health Services,48061.0
284,Camp County,Second Quarter,39.0,505.0,5.2,672.0,6.8,Education and Health Services,48063.0
285,Carson County,Second Quarter,7.0,33.0,26.9,509.0,26.3,Education and Health Services,48065.0
286,Cass County,Second Quarter,55.0,1402.0,15.8,410.0,1.0,Education and Health Services,48067.0
287,Castro County,Second Quarter,5.0,76.0,-2.6,453.0,5.3,Education and Health Services,48069.0
288,Chambers County,Second Quarter,48.0,788.0,19.2,640.0,9.8,Education and Health Services,48071.0
289,Cherokee County,Second Quarter,86.0,1697.0,-0.2,613.0,2.5,Education and Health Services,48073.0
290,Childress County,Second Quarter,15.0,133.0,-1.5,504.0,-4.5,Education and Health Services,48075.0
291,Clay County,Second Quarter,5.0,150.0,2.7,582.0,14.8,Education and Health Services,48077.0
292,Cochran County,Second Quarter,7.0,53.0,3.9,635.0,22.4,Education and Health Services,48079.0
293,Coke County,Second Quarter,5.0,27.0,3.8,394.0,-3.7,Education and Health Services,48081.0
294,Coleman County,Second Quarter,21.0,394.0,7.4,550.0,5.6,Education and Health Services,48083.0
295,Collin County,Second Quarter,3993.0,51519.0,8.6,950.0,4.3,Education and Health Services,48085.0
296,Collingsworth County,Second Quarter,13.0,193.0,0.5,909.0,-7.2,Education and Health Services,48087.0
297,Colorado County,Second Quarter,47.0,923.0,15.2,732.0,-1.5,Education and Health Services,48089.0
298,Comal County,Second Quarter,383.0,6757.0,4.9,789.0,2.5,Education and Health Services,48091.0
299,Comanche County,Second Quarter,24.0,421.0,1.0,736.0,-1.6,Education and Health Services,48093.0
300,Concho County,Second Quarter,7.0,132.0,2.3,614.0,5.9,Education and Health Services,48095.0
301,Cooke County,Second Quarter,78.0,717.0,2.0,642.0,1.7,Education and Health Services,48097.0
302,Coryell County,Second Quarter,116.0,1220.0,-0.7,860.0,18.0,Education and Health Services,48099.0
303,Cottle County,Second Quarter,4.0,31.0,-31.1,725.0,13.3,Education and Health Services,48101.0
304,Crane County,Second Quarter,8.0,50.0,-55.0,676.0,2.3,Education and Health Services,48103.0
305,Crockett County,Second Quarter,6.0,,,,,Education and Health Services,48105.0
306,Crosby County,Second Quarter,8.0,158.0,-2.5,588.0,4.8,Education and Health Services,48107.0
307,Culberson County,Second Quarter,2.0,,,,,Education and Health Services,48109.0
308,Dallam County,Second Quarter,14.0,88.0,35.4,590.0,6.1,Education and Health Services,48111.0
309,Dallas County,Second Quarter,9578.0,197645.0,1.9,1109.0,6.4,Education and Health Services,48113.0
310,Dawson County,Second Quarter,16.0,228.0,3.2,356.0,-0.3,Education and Health Services,48115.0
311,Deaf Smith County,Second Quarter,19.0,275.0,-2.1,574.0,4.0,Education and Health Services,48117.0
312,Delta County,Second Quarter,11.0,708.0,-0.7,277.0,17.4,Education and Health Services,48119.0
313,Denton County,Second Quarter,2091.0,30422.0,4.9,868.0,4.3,Education and Health Services,48121.0
314,DeWitt County,Second Quarter,37.0,441.0,4.8,666.0,8.5,Education and Health Services,48123.0
315,Dickens County,Second Quarter,3.0,10.0,,275.0,,Education and Health Services,48125.0
316,Dimmit County,Second Quarter,32.0,542.0,-7.8,1135.0,8.5,Education and Health Services,48127.0
317,Donley County,Second Quarter,9.0,57.0,-1.7,377.0,16.0,Education and Health Services,48129.0
318,Duval County,Second Quarter,20.0,826.0,43.4,314.0,-17.6,Education and Health Services,48131.0
319,Eastland County,Second Quarter,50.0,809.0,-2.4,480.0,6.4,Education and Health Services,48133.0
320,Ector County,Second Quarter,304.0,5464.0,7.6,863.0,-3.9,Education and Health Services,48135.0
321,Edwards County,Second Quarter,5.0,38.0,,427.0,,Education and Health Services,48137.0
322,Ellis County,Second Quarter,297.0,4938.0,10.3,795.0,7.9,Education and Health Services,48139.0
323,El Paso County,Second Quarter,1849.0,43675.0,3.6,699.0,5.7,Education and Health Services,48141.0
324,Erath County,Second Quarter,105.0,1813.0,0.5,718.0,2.6,Education and Health Services,48143.0
325,Falls County,Second Quarter,33.0,425.0,3.2,630.0,-1.4,Education and Health Services,48145.0
326,Fannin County,Second Quarter,51.0,903.0,2.8,717.0,10.3,Education and Health Services,48147.0
327,Fayette County,Second Quarter,69.0,1029.0,-5.0,749.0,5.5,Education and Health Services,48149.0
328,Fisher County,Second Quarter,8.0,56.0,-5.1,421.0,10.5,Education and Health Services,48151.0
329,Floyd County,Second Quarter,13.0,98.0,-10.9,574.0,8.5,Education and Health Services,48153.0
330,Foard County,Second Quarter,9.0,63.0,5.0,494.0,4.9,Education and Health Services,48155.0
331,Fort Bend County,Second Quarter,2176.0,28073.0,6.6,722.0,1.5,Education and Health Services,48157.0
332,Franklin County,Second Quarter,27.0,510.0,5.2,1290.0,-5.4,Education and Health Services,48159.0
333,Freestone County,Second Quarter,32.0,587.0,11.2,658.0,14.8,Education and Health Services,48161.0
334,Frio County,Second Quarter,31.0,530.0,-12.4,507.0,9.0,Education and Health Services,48163.0
335,Gaines County,Second Quarter,23.0,158.0,7.5,582.0,1.6,Education and Health Services,48165.0
336,Galveston County,Second Quarter,721.0,11256.0,1.4,685.0,4.1,Education and Health Services,48167.0
337,Garza County,Second Quarter,12.0,87.0,-8.4,381.0,-25.1,Education and Health Services,48169.0
338,Gillespie County,Second Quarter,97.0,1765.0,-0.3,980.0,2.5,Education and Health Services,48171.0
339,Goliad County,Second Quarter,8.0,126.0,-4.5,506.0,6.3,Education and Health Services,48175.0
340,Gonzales County,Second Quarter,31.0,497.0,7.1,628.0,-0.6,Education and Health Services,48177.0
341,Gray County,Second Quarter,44.0,816.0,-1.6,788.0,-7.3,Education and Health Services,48179.0
342,Grayson County,Second Quarter,687.0,9733.0,4.5,863.0,8.3,Education and Health Services,48181.0
343,Gregg County,Second Quarter,564.0,12237.0,-4.1,786.0,7.2,Education and Health Services,48183.0
344,Grimes County,Second Quarter,30.0,259.0,-8.5,734.0,8.1,Education and Health Services,48185.0
345,Guadalupe County,Second Quarter,224.0,3418.0,4.2,817.0,13.9,Education and Health Services,48187.0
346,Hale County,Second Quarter,77.0,1754.0,0.0,705.0,9.1,Education and Health Services,48189.0
347,Hall County,Second Quarter,9.0,102.0,-1.9,381.0,-0.5,Education and Health Services,48191.0
348,Hamilton County,Second Quarter,17.0,282.0,-0.7,653.0,6.7,Education and Health Services,48193.0
349,Hansford County,Second Quarter,4.0,26.0,-29.7,521.0,-12.6,Education and Health Services,48195.0
350,Hardeman County,Second Quarter,10.0,55.0,-16.7,496.0,3.8,Education and Health Services,48197.0
351,Hardin County,Second Quarter,76.0,2074.0,-5.2,829.0,8.2,Education and Health Services,48199.0
352,Harris County,Second Quarter,15996.0,291516.0,2.4,1034.0,2.5,Education and Health Services,48201.0
353,Harrison County,Second Quarter,130.0,2434.0,-11.4,727.0,5.1,Education and Health Services,48203.0
354,Hartley County,Second Quarter,10.0,149.0,86.3,767.0,-21.9,Education and Health Services,48205.0
355,Haskell County,Second Quarter,16.0,113.0,-13.1,664.0,14.3,Education and Health Services,48207.0
356,Hays County,Second Quarter,498.0,7394.0,5.3,771.0,1.8,Education and Health Services,48209.0
357,Hemphill County,Second Quarter,7.0,31.0,-11.4,545.0,11.0,Education and Health Services,48211.0
358,Henderson County,Second Quarter,203.0,2468.0,6.2,812.0,9.3,Education and Health Services,48213.0
359,Hidalgo County,Second Quarter,2206.0,69150.0,4.6,540.0,-0.7,Education and Health Services,48215.0
360,Hill County,Second Quarter,49.0,1046.0,3.3,1374.0,4.7,Education and Health Services,48217.0
361,Hockley County,Second Quarter,37.0,635.0,3.4,648.0,7.8,Education and Health Services,48219.0
362,Hood County,Second Quarter,146.0,2360.0,1.2,828.0,8.9,Education and Health Services,48221.0
363,Hopkins County,Second Quarter,92.0,1405.0,31.3,676.0,20.3,Education and Health Services,48223.0
364,Houston County,Second Quarter,68.0,790.0,11.7,648.0,1.4,Education and Health Services,48225.0
365,Howard County,Second Quarter,64.0,1600.0,3.8,894.0,3.0,Education and Health Services,48227.0
366,Hudspeth County,Second Quarter,5.0,15.0,,793.0,,Education and Health Services,48229.0
367,Hunt County,Second Quarter,186.0,3212.0,0.1,729.0,15.0,Education and Health Services,48231.0
368,Hutchinson County,Second Quarter,45.0,585.0,20.6,718.0,-14.9,Education and Health Services,48233.0
369,Irion County,Second Quarter,2.0,,,,,Education and Health Services,48235.0
370,Jack County,Second Quarter,13.0,77.0,-8.3,506.0,-1.0,Education and Health Services,48237.0
371,Jackson County,Second Quarter,26.0,303.0,10.2,510.0,2.6,Education and Health Services,48239.0
372,Jasper County,Second Quarter,77.0,1790.0,-2.7,520.0,9.0,Education and Health Services,48241.0
373,Jeff Davis County,Second Quarter,4.0,77.0,-14.4,710.0,1.7,Education and Health Services,48243.0
374,Jefferson County,Second Quarter,952.0,17606.0,-3.0,808.0,3.6,Education and Health Services,48245.0
375,Jim Hogg County,Second Quarter,12.0,479.0,8.9,309.0,4.0,Education and Health Services,48247.0
376,Jim Wells County,Second Quarter,109.0,4173.0,0.3,436.0,6.1,Education and Health Services,48249.0
377,Johnson County,Second Quarter,368.0,5458.0,3.6,688.0,9.0,Education and Health Services,48251.0
378,Jones County,Second Quarter,21.0,470.0,39.5,623.0,8.7,Education and Health Services,48253.0
379,Karnes County,Second Quarter,22.0,247.0,5.1,640.0,-0.5,Education and Health Services,48255.0
380,Kaufman County,Second Quarter,219.0,3061.0,3.1,706.0,12.4,Education and Health Services,48257.0
381,Kendall County,Second Quarter,152.0,1831.0,5.9,727.0,7.1,Education and Health Services,48259.0
382,Kenedy County,Second Quarter,1.0,,,,,Education and Health Services,48261.0
383,Kent County,Second Quarter,4.0,17.0,-19.0,1494.0,25.4,Education and Health Services,48263.0
384,Kerr County,Second Quarter,196.0,3399.0,-1.6,899.0,11.4,Education and Health Services,48265.0
385,Kimble County,Second Quarter,9.0,160.0,5.3,549.0,-6.2,Education and Health Services,48267.0
386,Kinney County,Second Quarter,4.0,15.0,0.0,647.0,14.1,Education and Health Services,48271.0
387,Kleberg County,Second Quarter,84.0,1533.0,-20.3,733.0,16.2,Education and Health Services,48273.0
388,Knox County,Second Quarter,7.0,53.0,-5.4,405.0,20.2,Education and Health Services,48275.0
389,Lamar County,Second Quarter,179.0,3599.0,1.1,706.0,4.7,Education and Health Services,48277.0
390,Lamb County,Second Quarter,23.0,270.0,-2.2,552.0,4.0,Education and Health Services,48279.0
391,Lampasas County,Second Quarter,28.0,445.0,8.3,737.0,12.9,Education and Health Services,48281.0
392,La Salle County,Second Quarter,8.0,113.0,5.6,590.0,1.0,Education and Health Services,48283.0
393,Lavaca County,Second Quarter,40.0,813.0,-9.2,631.0,1.1,Education and Health Services,48285.0
394,Lee County,Second Quarter,36.0,370.0,-5.4,576.0,17.3,Education and Health Services,48287.0
395,Leon County,Second Quarter,24.0,129.0,21.7,620.0,-0.3,Education and Health Services,48289.0
396,Liberty County,Second Quarter,106.0,1758.0,-4.0,605.0,14.8,Education and Health Services,48291.0
397,Limestone County,Second Quarter,26.0,930.0,-4.2,556.0,4.5,Education and Health Services,48293.0
398,Lipscomb County,Second Quarter,4.0,12.0,9.1,375.0,-1.3,Education and Health Services,48295.0
399,Live Oak County,Second Quarter,13.0,153.0,-2.5,648.0,8.5,Education and Health Services,48297.0
400,Llano County,Second Quarter,39.0,415.0,9.5,818.0,31.1,Education and Health Services,48299.0
401,Lubbock County,Second Quarter,946.0,22271.0,2.8,895.0,8.2,Education and Health Services,48303.0
402,Lynn County,Second Quarter,9.0,22.0,22.2,956.0,20.6,Education and Health Services,48305.0
403,McCulloch County,Second Quarter,22.0,301.0,0.7,813.0,50.8,Education and Health Services,48307.0
404,McLennan County,Second Quarter,617.0,18688.0,5.9,911.0,-0.7,Education and Health Services,48309.0
405,McMullen County,Second Quarter,3.0,,,,,Education and Health Services,48311.0
406,Madison County,Second Quarter,22.0,299.0,22.5,669.0,-0.6,Education and Health Services,48313.0
407,Marion County,Second Quarter,20.0,471.0,12.9,524.0,-3.5,Education and Health Services,48315.0
408,Martin County,Second Quarter,12.0,140.0,-0.7,460.0,-8.7,Education and Health Services,48317.0
409,Mason County,Second Quarter,7.0,98.0,3.2,380.0,0.3,Education and Health Services,48319.0
410,Matagorda County,Second Quarter,68.0,953.0,-0.4,705.0,0.9,Education and Health Services,48321.0
411,Maverick County,Second Quarter,122.0,3817.0,4.2,464.0,6.7,Education and Health Services,48323.0
412,Medina County,Second Quarter,67.0,738.0,13.9,459.0,-3.8,Education and Health Services,48325.0
413,Menard County,Second Quarter,2.0,,,,,Education and Health Services,48327.0
414,Midland County,Second Quarter,441.0,6984.0,2.0,825.0,-2.7,Education and Health Services,48329.0
415,Milam County,Second Quarter,31.0,883.0,-5.6,798.0,6.5,Education and Health Services,48331.0
416,Mills County,Second Quarter,13.0,128.0,-1.5,522.0,-2.4,Education and Health Services,48333.0
417,Mitchell County,Second Quarter,14.0,85.0,49.1,933.0,30.9,Education and Health Services,48335.0
418,Montague County,Second Quarter,43.0,454.0,14.6,575.0,9.9,Education and Health Services,48337.0
419,Montgomery County,Second Quarter,1366.0,20340.0,7.3,959.0,8.5,Education and Health Services,48339.0
420,Moore County,Second Quarter,34.0,286.0,3.2,689.0,7.5,Education and Health Services,48341.0
421,Morris County,Second Quarter,28.0,323.0,17.0,369.0,1.9,Education and Health Services,48343.0
422,Motley County,Second Quarter,5.0,38.0,-7.3,549.0,17.1,Education and Health Services,48345.0
423,Nacogdoches County,Second Quarter,198.0,2747.0,2.6,733.0,6.9,Education and Health Services,48347.0
424,Navarro County,Second Quarter,113.0,2333.0,-0.1,660.0,0.9,Education and Health Services,48349.0
425,Newton County,Second Quarter,11.0,152.0,-40.4,488.0,24.5,Education and Health Services,48351.0
426,Nolan County,Second Quarter,29.0,325.0,-4.4,545.0,7.7,Education and Health Services,48353.0
427,Nueces County,Second Quarter,1167.0,29152.0,3.5,797.0,2.2,Education and Health Services,48355.0
428,Ochiltree County,Second Quarter,18.0,148.0,0.7,458.0,-5.6,Education and Health Services,48357.0
429,Oldham County,Second Quarter,2.0,,,,,Education and Health Services,48359.0
430,Orange County,Second Quarter,138.0,1447.0,-6.2,596.0,8.4,Education and Health Services,48361.0
431,Palo Pinto County,Second Quarter,57.0,511.0,-3.2,501.0,2.7,Education and Health Services,48363.0
432,Panola County,Second Quarter,53.0,704.0,-17.8,576.0,15.2,Education and Health Services,48365.0
433,Parker County,Second Quarter,274.0,3605.0,1.2,770.0,6.2,Education and Health Services,48367.0
434,Parmer County,Second Quarter,12.0,169.0,-23.9,766.0,9.1,Education and Health Services,48369.0
435,Pecos County,Second Quarter,14.0,183.0,-5.7,740.0,13.0,Education and Health Services,48371.0
436,Polk County,Second Quarter,73.0,1221.0,-2.8,695.0,-3.2,Education and Health Services,48373.0
437,Potter County,Second Quarter,545.0,12606.0,2.0,952.0,10.3,Education and Health Services,48375.0
438,Presidio County,Second Quarter,10.0,119.0,10.2,404.0,-16.5,Education and Health Services,48377.0
439,Rains County,Second Quarter,27.0,160.0,8.1,396.0,2.6,Education and Health Services,48379.0
440,Randall County,Second Quarter,279.0,3431.0,4.4,726.0,6.3,Education and Health Services,48381.0
441,Reagan County,Second Quarter,2.0,,,,,Education and Health Services,48383.0
442,Real County,Second Quarter,9.0,120.0,-11.8,535.0,7.9,Education and Health Services,48385.0
443,Red River County,Second Quarter,24.0,552.0,7.2,369.0,-0.8,Education and Health Services,48387.0
444,Reeves County,Second Quarter,7.0,191.0,2.7,299.0,4.5,Education and Health Services,48389.0
445,Refugio County,Second Quarter,8.0,110.0,-3.5,531.0,3.1,Education and Health Services,48391.0
446,Roberts County,Second Quarter,1.0,,,,,Education and Health Services,48393.0
447,Robertson County,Second Quarter,20.0,318.0,-2.5,516.0,-2.6,Education and Health Services,48395.0
448,Rockwall County,Second Quarter,374.0,5147.0,9.7,861.0,1.8,Education and Health Services,48397.0
449,Runnels County,Second Quarter,22.0,280.0,4.1,505.0,-1.4,Education and Health Services,48399.0
450,Rusk County,Second Quarter,90.0,1546.0,2.9,587.0,8.9,Education and Health Services,48401.0
451,Sabine County,Second Quarter,19.0,557.0,5.1,440.0,10.3,Education and Health Services,48403.0
452,San Augustine County,Second Quarter,21.0,417.0,2.5,553.0,1.5,Education and Health Services,48405.0
453,San Jacinto County,Second Quarter,17.0,168.0,,601.0,,Education and Health Services,48407.0
454,San Patricio County,Second Quarter,104.0,1334.0,-0.1,668.0,5.5,Education and Health Services,48409.0
455,San Saba County,Second Quarter,7.0,90.0,-14.3,538.0,5.3,Education and Health Services,48411.0
456,Schleicher County,Second Quarter,5.0,74.0,5.7,688.0,14.5,Education and Health Services,48413.0
457,Scurry County,Second Quarter,24.0,280.0,-3.8,440.0,-1.1,Education and Health Services,48415.0
458,Shackelford County,Second Quarter,7.0,59.0,-3.3,683.0,11.2,Education and Health Services,48417.0
459,Shelby County,Second Quarter,42.0,625.0,-0.2,561.0,-2.1,Education and Health Services,48419.0
460,Sherman County,Second Quarter,4.0,,,,,Education and Health Services,48421.0
461,Smith County,Second Quarter,920.0,23714.0,4.6,969.0,-0.9,Education and Health Services,48423.0
462,Somervell County,Second Quarter,19.0,459.0,-3.6,660.0,-0.5,Education and Health Services,48425.0
463,Starr County,Second Quarter,99.0,5228.0,5.5,291.0,4.3,Education and Health Services,48427.0
464,Stephens County,Second Quarter,22.0,218.0,-18.4,771.0,14.9,Education and Health Services,48429.0
465,Sterling County,Second Quarter,1.0,,,,,Education and Health Services,48431.0
466,Stonewall County,Second Quarter,4.0,5.0,0.0,200.0,11.1,Education and Health Services,48433.0
467,Sutton County,Second Quarter,7.0,46.0,-2.1,540.0,9.3,Education and Health Services,48435.0
468,Swisher County,Second Quarter,9.0,79.0,-4.8,461.0,3.4,Education and Health Services,48437.0
469,Tarrant County,Second Quarter,6211.0,115206.0,4.6,1024.0,7.6,Education and Health Services,48439.0
470,Taylor County,Second Quarter,473.0,12508.0,3.5,944.0,8.3,Education and Health Services,48441.0
471,Terrell County,Second Quarter,2.0,,,,,Education and Health Services,48443.0
472,Terry County,Second Quarter,18.0,207.0,-15.9,594.0,7.6,Education and Health Services,48445.0
473,Throckmorton County,Second Quarter,4.0,15.0,-37.5,478.0,-2.8,Education and Health Services,48447.0
474,Titus County,Second Quarter,166.0,1552.0,6.7,555.0,-2.6,Education and Health Services,48449.0
475,Tom Green County,Second Quarter,251.0,8103.0,-0.5,939.0,8.8,Education and Health Services,48451.0
476,Travis County,Second Quarter,5010.0,83422.0,4.6,1003.0,-2.7,Education and Health Services,48453.0
477,Trinity County,Second Quarter,24.0,360.0,-0.6,719.0,7.8,Education and Health Services,48455.0
